date,category,issue,opinion,group,issue_description,opinion_description,num_comments,num_reactions,reactions_like,reactions_love,reactions_haha,reactions_wow,reactions_sad,reactions_angry
2026-08-09,Local Government,Policy Enforcement,Former councillor credibility attacks,Bloxwich Community Group,"Issues concerning the implementation, enforcement, or lack thereof of existing council policies, regulations, or bylaws, including calls for consistent application of established rules or demands for policy clarification.","Questions the post author's credibility or motives based on their past role as councillor, suggesting hypocrisy or sour grapes",1,0,0,0,0,0,0,0
2026-08-10,Benefits,Emergency Food Aid,Directing to food distribution resources,Walsall Asian Community News & Views,"Requests for immediate food assistance or donations due to urgent circumstances such as housing transitions, financial hardship, or temporary lack of resources. Includes both requests for help and offers of food support.","Providing information about specific food banks, distribution events, or organized food assistance programs as solutions to immediate food needs",1,0,0,0,0,0,0,0
2026-08-10,Crime,Arson Fire Setting,Alternative cause theories,Bloxwich Chit Chat,"Deliberate fire-setting incidents in public areas, green spaces, or community locations, typically involving intentional ignition of vegetation, structures, or other materials.",Comments questioning youth culpability and suggesting other explanations like adult negligence or accidental causes,1,1,1,0,0,0,0,0
2026-08-10,Crime,Arson Fire Setting,Direct intervention experiences,Bloxwich Chit Chat,"Deliberate fire-setting incidents in public areas, green spaces, or community locations, typically involving intentional ignition of vegetation, structures, or other materials.",Comments sharing personal encounters with fire-setting behavior or having to personally address such incidents,1,1,1,0,0,0,0,0
2026-08-10,Crime,Arson Fire Setting,Public shaming and identification,Bloxwich Chit Chat,"Deliberate fire-setting incidents in public areas, green spaces, or community locations, typically involving intentional ignition of vegetation, structures, or other materials.","Comments calling for perpetrators to be publicly named, identified, or subjected to community accountability",1,1,1,0,0,0,0,0
2026-08-10,Crime,Arson Fire Setting,Recurring local problem pattern,Bloxwich Chit Chat,"Deliberate fire-setting incidents in public areas, green spaces, or community locations, typically involving intentional ignition of vegetation, structures, or other materials.",Comments indicating this is part of an ongoing trend of fire incidents in the area rather than isolated event,1,2,2,0,0,0,0,0
2026-08-10,Crime,Arson Fire Setting,Seeking incident location details,Bloxwich Chit Chat,"Deliberate fire-setting incidents in public areas, green spaces, or community locations, typically involving intentional ignition of vegetation, structures, or other materials.",Comments requesting or providing specific geographical information about where the fire occurred,1,0,0,0,0,0,0,0
2026-08-10,Crime,Arson Fire Setting,Simple disapproval expressions,Bloxwich Chit Chat,"Deliberate fire-setting incidents in public areas, green spaces, or community locations, typically involving intentional ignition of vegetation, structures, or other materials.",Brief comments expressing basic negative sentiment without detailed opinions or solutions,1,0,0,0,0,0,0,0
2026-08-10,Crime,Cemetery Theft,Contact cemetery management for clarification,Bloxwich Chit Chat,"Theft or unauthorized removal of items from graves and cemetery grounds, including flowers, plants, ornaments, and memorial decorations. Covers both suspected theft by individuals and removal by authorities.",Advises seeking direct communication with cemetery staff or authorities to understand policies and clarify what happened to missing items rather than speculating about theft,1,0,0,0,0,0,0,0
2026-08-10,Crime,Cemetery Theft,Perennial plants treated differently than annuals,Bloxwich Chit Chat,"Theft or unauthorized removal of items from graves and cemetery grounds, including flowers, plants, ornaments, and memorial decorations. Covers both suspected theft by individuals and removal by authorities.","Explains removal patterns based on plant growth characteristics, suggesting permanent plantings face different treatment than temporary seasonal decorations",1,0,0,0,0,0,0,0
2026-08-10,Crime,Cemetery Theft,Root damage justifies plant restrictions,Bloxwich Chit Chat,"Theft or unauthorized removal of items from graves and cemetery grounds, including flowers, plants, ornaments, and memorial decorations. Covers both suspected theft by individuals and removal by authorities.","Explains cemetery plant policies based on preventing root damage to headstones, pathways, or infrastructure, often suggesting potted alternatives",1,0,0,0,0,0,0,0
2026-08-10,Crime,Cemetery Theft,Selective theft indicates public culprits,Bloxwich Chit Chat,"Theft or unauthorized removal of items from graves and cemetery grounds, including flowers, plants, ornaments, and memorial decorations. Covers both suspected theft by individuals and removal by authorities.","Argues that selective removal patterns point to theft by individuals rather than official policy, based on what items are taken versus left behind",1,0,0,0,0,0,0,0
2026-08-10,Crime,Cemetery Theft,Widespread theft problem at cemetery,Bloxwich Chit Chat,"Theft or unauthorized removal of items from graves and cemetery grounds, including flowers, plants, ornaments, and memorial decorations. Covers both suspected theft by individuals and removal by authorities.","Reports or confirms that theft by individuals is a recurring issue affecting multiple graves, often describing rapid disappearance of items",1,0,0,0,0,0,0,0
2026-08-10,Crime,Stalking Harassment,Attribute incident to immigration issues,Bloxwich Chit Chat,"Incidents involving persistent following, surveillance, or intimidating behavior toward individuals in public spaces, creating fear or concern for personal safety.","Links the suspicious behavior to immigration, cultural differences, or demographic changes",1,26,23,0,1,0,1,1
2026-08-10,Crime,Vehicle Theft,Community sharing and amplification,Bloxwich Chit Chat,"Theft of motor vehicles including cars, vans, motorcycles, scooters, and bicycles. Covers incidents where vehicles have been stolen from driveways, streets, or other locations, including appeals for information and sightings.","Comments that share or amplify theft appeals to increase visibility and reach within social networks, often with minimal additional commentary",1,1,1,0,0,0,0,0
2026-08-10,Environmental,Barking Dogs,Defending against overreaction to barking,Bloxwich Community Group,"Complaints and concerns about persistent or excessive dog barking that disturbs residents, including discussions about locating problem animals and potential welfare issues","Comments suggesting that complaints about dog barking are excessive, disproportionate, or reflect unreasonable expectations about neighborhood noise",1,1,1,0,0,0,0,0
2026-08-10,Health,GP Practice Recommendations,,Bloxwich Chit Chat,"Posts seeking or providing recommendations, reviews, or comparisons of general practitioner surgeries and medical practices in the area, including discussions about quality of service, accessibility, and patient experiences.",,1,0,0,0,0,0,0,0
2026-08-10,Health,GP Practice Recommendations,Appointment availability concerns at recommended practices,Bloxwich Chit Chat,"Posts seeking or providing recommendations, reviews, or comparisons of general practitioner surgeries and medical practices in the area, including discussions about quality of service, accessibility, and patient experiences.",Comments that acknowledge a practice as good but highlight difficulties with booking appointments or accessing services,1,1,1,0,0,0,0,0
2026-08-10,Health,GP Practice Recommendations,Brief practice mentions without evaluation,Bloxwich Chit Chat,"Posts seeking or providing recommendations, reviews, or comparisons of general practitioner surgeries and medical practices in the area, including discussions about quality of service, accessibility, and patient experiences.","Short comments that name GP practices without clear recommendation, criticism, or personal experience sharing",1,0,0,0,0,0,0,0
2026-08-10,Health,GP Practice Recommendations,Multiple practice recommendations,Bloxwich Chit Chat,"Posts seeking or providing recommendations, reviews, or comparisons of general practitioner surgeries and medical practices in the area, including discussions about quality of service, accessibility, and patient experiences.",Comments that recommend two or more different GP practices as good options without detailed comparison,1,1,1,0,0,0,0,0
2026-08-10,Health,GP Practice Recommendations,Neutral mention of Pinfold Medical Centre,Bloxwich Chit Chat,"Posts seeking or providing recommendations, reviews, or comparisons of general practitioner surgeries and medical practices in the area, including discussions about quality of service, accessibility, and patient experiences.","Brief, non-evaluative mentions of Pinfold Medical Centre as an option without clear positive or negative stance",3,1,1,0,0,0,0,0
2026-08-10,Health,GP Practice Recommendations,Positive recommendation for Mossley practices,Bloxwich Chit Chat,"Posts seeking or providing recommendations, reviews, or comparisons of general practitioner surgeries and medical practices in the area, including discussions about quality of service, accessibility, and patient experiences.","Comments that recommend Mossley-based GP practices (Mossley Fields, Mossley Doctors) as good options, either with explicit praise or by sharing positive personal experience",3,4,4,0,0,0,0,0
2026-08-10,Health,GP Practice Recommendations,Seasonal appointment planning advice,Bloxwich Chit Chat,"Posts seeking or providing recommendations, reviews, or comparisons of general practitioner surgeries and medical practices in the area, including discussions about quality of service, accessibility, and patient experiences.",Comments that provide practical advice about timing appointments around holidays or busy periods at GP practices,1,1,1,0,0,0,0,0
2026-08-10,Housing,Payment Disputes,Housing provider service has declined,Beechdale Community Partnership,"Conflicts between tenants and landlords or housing management companies regarding rent payments, including lost payments, payment processing errors, disputed amounts owed, and disagreements over payment records or evidence.","Perception that a housing organization's performance, administration, or tenant services have worsened over time, often following organizational changes",1,0,0,0,0,0,0,0
2026-08-10,Housing,Payment Disputes,Large tenant base excuses are invalid,Beechdale Community Partnership,"Conflicts between tenants and landlords or housing management companies regarding rent payments, including lost payments, payment processing errors, disputed amounts owed, and disagreements over payment records or evidence.",Rejection of housing providers using their size or number of tenants as justification for administrative errors or poor service,1,0,0,0,0,0,0,0
2026-08-10,Housing,Pub Conversions,HMO conversion concerns,Bloxwich Chit Chat,"Discussions about former public houses being converted to residential flats, retail stores, or other uses, including planning applications and community reactions to these changes","Comments specifically discussing House in Multiple Occupation conversions, licensing requirements, or suggesting residents check HMO records",1,0,0,0,0,0,0,0
2026-08-10,Housing,Pub Conversions,Planning permission status updates,Bloxwich Chit Chat,"Discussions about former public houses being converted to residential flats, retail stores, or other uses, including planning applications and community reactions to these changes","Comments providing information about planning applications, their approval or rejection status, and official planning documentation",1,1,1,0,0,0,0,0
2026-08-10,Local Government,Accessibility Services,,Bloxwich Chit Chat,"Matters concerning disabled access, mobility aids, adaptive equipment, and support services available at public facilities to assist people with disabilities or mobility challenges.",,2,1,1,0,0,0,0,0
2026-08-10,Local Government,Accessibility Services,Active Living has accessibility features,Bloxwich Chit Chat,"Matters concerning disabled access, mobility aids, adaptive equipment, and support services available at public facilities to assist people with disabilities or mobility challenges.","Comments confirming that Active Living facility has accessibility equipment like hoists, chair lifts, handrails, and steps to assist disabled swimmers",6,15,14,1,0,0,0,0
2026-08-10,Local Government,Accessibility Services,Contact facility directly for information,Bloxwich Chit Chat,"Matters concerning disabled access, mobility aids, adaptive equipment, and support services available at public facilities to assist people with disabilities or mobility challenges.","Advice to call, visit, or directly contact facilities to inquire about accessibility features rather than relying on online information",2,1,1,0,0,0,0,0
2026-08-10,Local Government,Accessibility Services,Detailed facility accessibility descriptions,Bloxwich Chit Chat,"Matters concerning disabled access, mobility aids, adaptive equipment, and support services available at public facilities to assist people with disabilities or mobility challenges.","Comments providing comprehensive information about multiple accessibility features, entry methods, and facility characteristics",1,0,0,0,0,0,0,0
2026-08-10,Local Government,Accessibility Services,Equipment weight limitations acknowledged,Bloxwich Chit Chat,"Matters concerning disabled access, mobility aids, adaptive equipment, and support services available at public facilities to assist people with disabilities or mobility challenges.",Comments discussing weight restrictions on accessibility equipment like hoists and how this affects facility usability,1,1,1,0,0,0,0,0
2026-08-10,Local Government,Accessibility Services,Offers personal assistance or companionship,Bloxwich Chit Chat,"Matters concerning disabled access, mobility aids, adaptive equipment, and support services available at public facilities to assist people with disabilities or mobility challenges.","Comments offering to accompany, help, or provide additional support to disabled individuals accessing facilities",1,0,0,0,0,0,0,0
2026-08-10,Local Government,Accessibility Services,Recommends alternative accessible facilities,Bloxwich Chit Chat,"Matters concerning disabled access, mobility aids, adaptive equipment, and support services available at public facilities to assist people with disabilities or mobility challenges.","Comments suggesting other swimming facilities as better or additional options for disabled access, particularly brine pools or other venues",5,9,9,0,0,0,0,0
2026-08-10,Local Government,Policy Enforcement,Former councillor credibility attacks,Bloxwich Community Group,"Issues concerning the implementation, enforcement, or lack thereof of existing council policies, regulations, or bylaws, including calls for consistent application of established rules or demands for policy clarification.","Questions the post author's credibility or motives based on their past role as councillor, suggesting hypocrisy or sour grapes",1,0,0,0,0,0,0,0
2026-08-11,Crime,Deliberate Fire Setting,Sharing additional fire information resources,Walsall Asian Community News & Views,"Intentional fire starting and arson incidents, including appeals for information about suspected arsonists and warnings about patterns of deliberate fires in the community.","Comments that provide or reference links, resources, or additional sources of information about ongoing arson incidents or fire patterns",1,0,0,0,0,0,0,0
2026-08-11,Crime,Police Response Incidents,Normalizing heavy police presence,Bloxwich Community Group,"Discussions about visible police presence, emergency responses, or law enforcement activities in the community including multiple police vehicles, raids, or unusual police activity that residents observe or inquire about","Comments that characterize significant police deployments as routine, unremarkable, or typical for the area",1,0,0,0,0,0,0,0
2026-08-11,Crime,Police Response Incidents,Reporting inflammatory social media content,Bloxwich Community Group,"Discussions about visible police presence, emergency responses, or law enforcement activities in the community including multiple police vehicles, raids, or unusual police activity that residents observe or inquire about","Comments that flag or report problematic posts related to police incidents, particularly those with discriminatory or inflammatory content",1,0,0,0,0,0,0,0
2026-08-11,Crime,Police Response Incidents,Seeking local insider knowledge,Bloxwich Community Group,"Discussions about visible police presence, emergency responses, or law enforcement activities in the community including multiple police vehicles, raids, or unusual police activity that residents observe or inquire about",Comments that directly ask specific individuals who are perceived to have local connections or inside information about police activities,1,1,0,0,1,0,0,0
2026-08-11,Crime,Police Response Incidents,Sharing secondhand local information,Bloxwich Community Group,"Discussions about visible police presence, emergency responses, or law enforcement activities in the community including multiple police vehicles, raids, or unusual police activity that residents observe or inquire about","Comments that relay information obtained from local residents, family members, or neighbors about their awareness or experience of police activity",1,0,0,0,0,0,0,0
2026-08-11,Crime,Police Response Incidents,Speculating serious criminal incident,Bloxwich Community Group,"Discussions about visible police presence, emergency responses, or law enforcement activities in the community including multiple police vehicles, raids, or unusual police activity that residents observe or inquire about","Comments that suggest police presence indicates a major crime, raid, or serious criminal activity rather than routine operations",1,0,0,0,0,0,0,0
2026-08-11,Crime,Stalking Harassment,,Bloxwich Chit Chat,"Incidents involving persistent following, surveillance, or intimidating behavior toward individuals in public spaces, creating fear or concern for personal safety.",,10,20,17,1,0,0,1,0
2026-08-11,Crime,Stalking Harassment,Attribute incident to immigration issues,Bloxwich Chit Chat,"Incidents involving persistent following, surveillance, or intimidating behavior toward individuals in public spaces, creating fear or concern for personal safety.","Links the suspicious behavior to immigration, cultural differences, or demographic changes",4,93,91,0,0,0,0,2
2026-08-11,Crime,Stalking Harassment,Express broader societal safety decline,Bloxwich Chit Chat,"Incidents involving persistent following, surveillance, or intimidating behavior toward individuals in public spaces, creating fear or concern for personal safety.",Views incident as evidence of general deterioration in community safety and security,9,8,8,0,0,0,0,0
2026-08-11,Crime,Stalking Harassment,Express empathy and emotional support,Bloxwich Chit Chat,"Incidents involving persistent following, surveillance, or intimidating behavior toward individuals in public spaces, creating fear or concern for personal safety.","Offers sympathy, relief for safety, or emotional validation for the frightening experience",8,5,5,0,0,0,0,0
2026-08-11,Crime,Stalking Harassment,Propose regulatory solutions for vehicle modifications,Bloxwich Chit Chat,"Incidents involving persistent following, surveillance, or intimidating behavior toward individuals in public spaces, creating fear or concern for personal safety.",Suggests banning or restricting heavily tinted windows or other vehicle modifications for safety,2,6,6,0,0,0,0,0
2026-08-11,Crime,Stalking Harassment,Provide alternative innocent explanations,Bloxwich Chit Chat,"Incidents involving persistent following, surveillance, or intimidating behavior toward individuals in public spaces, creating fear or concern for personal safety.",Suggests the suspicious behavior may have benign causes like being lost or making deliveries,1,7,5,0,1,1,0,0
2026-08-11,Crime,Stalking Harassment,Provide corroborating evidence or sightings,Bloxwich Chit Chat,"Incidents involving persistent following, surveillance, or intimidating behavior toward individuals in public spaces, creating fear or concern for personal safety.",Reports additional sightings of the same vehicle or similar incidents in the area,3,0,0,0,0,0,0,0
2026-08-11,Crime,Stalking Harassment,Question incident authenticity or details,Bloxwich Chit Chat,"Incidents involving persistent following, surveillance, or intimidating behavior toward individuals in public spaces, creating fear or concern for personal safety.",Expresses skepticism about whether the reported incident occurred as described or at all,2,14,10,1,1,2,0,0
2026-08-11,Crime,Stalking Harassment,Recommend reporting to police,Bloxwich Chit Chat,"Incidents involving persistent following, surveillance, or intimidating behavior toward individuals in public spaces, creating fear or concern for personal safety.",Advocates for official law enforcement involvement and reporting suspicious behavior to authorities,8,23,22,1,0,0,0,0
2026-08-11,Crime,Stalking Harassment,Share similar personal experiences,Bloxwich Chit Chat,"Incidents involving persistent following, surveillance, or intimidating behavior toward individuals in public spaces, creating fear or concern for personal safety.",Relates comparable encounters with suspicious vehicles or following behavior to validate concerns,1,5,5,0,0,0,0,0
2026-08-11,Crime,Stalking Harassment,Support sharing incident for community safety,Bloxwich Chit Chat,"Incidents involving persistent following, surveillance, or intimidating behavior toward individuals in public spaces, creating fear or concern for personal safety.",Endorses publicizing the incident to warn others and protect community members from potential threats,4,45,45,0,0,0,0,0
2026-08-11,Cultural issues,Gender-Based Employment,,Walsall Asian Community News & Views,"Job advertisements or employment practices that specify gender requirements or preferences, raising questions about discrimination in hiring practices.",,1,1,1,0,0,0,0,0
2026-08-11,Cultural issues,Gender-Based Employment,Gender-specific hiring violates employment law,Walsall Asian Community News & Views,"Job advertisements or employment practices that specify gender requirements or preferences, raising questions about discrimination in hiring practices.","Position that gender-based job requirements constitute illegal discrimination under employment legislation, regardless of employer justifications",1,0,0,0,0,0,0,0
2026-08-11,Education,School Fines,Support abolishing school absence fines,Walsall Public Group,"Penalties imposed on parents or guardians related to school attendance, behavior, or administrative violations and associated campaigns against such penalties",Advocates for eliminating financial penalties imposed on parents for unauthorized student absences from school,1,0,0,0,0,0,0,0
2026-08-11,Environmental,Business Responsibility,Enforcement must target operators not businesses,Bloxwich Community Group,"Debates about the role and accountability of shopkeepers, retailers, and commercial establishments in maintaining cleanliness and proper waste management around their premises",Argument that enforcement actions should focus on the people running problematic establishments rather than just closing businesses that can easily reopen under different names,1,0,0,0,0,0,0,0
2026-08-11,Environmental,Business Responsibility,Infrastructure investment prevents antisocial behavior,Bloxwich Community Group,"Debates about the role and accountability of shopkeepers, retailers, and commercial establishments in maintaining cleanliness and proper waste management around their premises","Belief that providing more bins, facilities, and youth programs addresses root causes of littering and antisocial behavior through environmental improvements",2,3,3,0,0,0,0,0
2026-08-11,Environmental,Business Responsibility,Shopkeeper litter responsibility inconsistent,Bloxwich Community Group,"Debates about the role and accountability of shopkeepers, retailers, and commercial establishments in maintaining cleanliness and proper waste management around their premises","Observations that shopkeepers vary in taking responsibility for litter cleanup outside their premises, with some being proactive and others neglecting this duty",1,0,0,0,0,0,0,0
2026-08-11,Environmental,Business Responsibility,Specific problem locations identified,Bloxwich Community Group,"Debates about the role and accountability of shopkeepers, retailers, and commercial establishments in maintaining cleanliness and proper waste management around their premises",Comments that point to particular geographic areas or establishments as examples of or relevant to the enforcement and accountability issues being discussed,1,0,0,0,0,0,0,0
2026-08-11,Environmental,Business Responsibility,Youth engagement challenges acknowledged,Bloxwich Community Group,"Debates about the role and accountability of shopkeepers, retailers, and commercial establishments in maintaining cleanliness and proper waste management around their premises","Recognition that while youth programs and funding exist, engaging certain groups of young people in constructive activities remains difficult",2,0,0,0,0,0,0,0
2026-08-11,Housing,Office to Residential,,Bloxwich Chit Chat,"Conversion of office buildings, commercial premises, or institutional buildings into residential apartments or flats, including planning notifications and community concerns",,3,0,0,0,0,0,0,0
2026-08-11,Housing,Office to Residential,Calls for unbiased investigation,Bloxwich Chit Chat,"Conversion of office buildings, commercial premises, or institutional buildings into residential apartments or flats, including planning notifications and community concerns",Emphasis on approaching planning proposals objectively and gathering facts before forming opinions,1,10,9,1,0,0,0,0
2026-08-11,Housing,Office to Residential,Factual clarification attempts,Bloxwich Chit Chat,"Conversion of office buildings, commercial premises, or institutional buildings into residential apartments or flats, including planning notifications and community concerns",Comments aimed at correcting misunderstandings or providing accurate information about planning proposals,1,5,5,0,0,0,0,0
2026-08-11,Housing,Office to Residential,HMO and transient housing fears,Bloxwich Chit Chat,"Conversion of office buildings, commercial premises, or institutional buildings into residential apartments or flats, including planning notifications and community concerns",Concerns that conversions will create Houses in Multiple Occupation or temporary accommodation with associated social problems,1,5,5,0,0,0,0,0
2026-08-11,Housing,Office to Residential,Housing affordability crisis support,Bloxwich Chit Chat,"Conversion of office buildings, commercial premises, or institutional buildings into residential apartments or flats, including planning notifications and community concerns",Views that conversions are needed to address high rental costs and housing shortage problems in the area,1,2,2,0,0,0,0,0
2026-08-11,Housing,Office to Residential,Housing density anxiety,Bloxwich Chit Chat,"Conversion of office buildings, commercial premises, or institutional buildings into residential apartments or flats, including planning notifications and community concerns",Concerns about too many units being created or the conversion resulting in overcrowding and high-density living,1,1,1,0,0,0,0,0
2026-08-11,Housing,Office to Residential,Parking shortage concerns,Bloxwich Chit Chat,"Conversion of office buildings, commercial premises, or institutional buildings into residential apartments or flats, including planning notifications and community concerns",Worries that conversions will create inadequate parking provision or exacerbate existing parking problems in the area,1,0,0,0,0,0,0,0
2026-08-11,Housing,Office to Residential,Public funding misallocation claims,Bloxwich Chit Chat,"Conversion of office buildings, commercial premises, or institutional buildings into residential apartments or flats, including planning notifications and community concerns",Arguments that taxpayer money or public resources are being inappropriately used for housing conversions at expense of other services,1,34,34,0,0,0,0,0
2026-08-11,Housing,Pub Conversions,Nostalgia for lost community pubs,Bloxwich Chit Chat,"Discussions about former public houses being converted to residential flats, retail stores, or other uses, including planning applications and community reactions to these changes","Comments expressing sadness or longing for pubs as they were, emphasizing their former role as community gathering places and social venues",1,1,1,0,0,0,0,0
2026-08-12,Businesses,Pavement Obstruction,Complaints threaten business viability,Bloxwich Chit Chat,"Concerns about items, displays, or structures blocking pedestrian pathways, creating accessibility barriers or safety hazards for wheelchair users, mobility scooters, visually impaired individuals, parents with prams, and other pedestrians.","Argues that restricting pavement displays will harm shops economically and lead to closures, creating ghost town effect",1,7,7,0,0,0,0,0
2026-08-12,Businesses,Pavement Obstruction,Neighborhood aesthetic decline and disorder,Bloxwich Chit Chat,"Concerns about items, displays, or structures blocking pedestrian pathways, creating accessibility barriers or safety hazards for wheelchair users, mobility scooters, visually impaired individuals, parents with prams, and other pedestrians.","Concerns that pavement displays contribute to area looking run-down, cluttered, or resembling less desirable locations",2,15,15,0,0,0,0,0
2026-08-12,Businesses,Pavement Obstruction,Safety hazard for vulnerable pedestrians,Bloxwich Chit Chat,"Concerns about items, displays, or structures blocking pedestrian pathways, creating accessibility barriers or safety hazards for wheelchair users, mobility scooters, visually impaired individuals, parents with prams, and other pedestrians.","Views pavement obstructions as creating serious safety risks and accessibility barriers for disabled people, elderly, parents with prams, and other vulnerable pedestrians",1,3,3,0,0,0,0,0
2026-08-12,Businesses,Pavement Obstruction,Shops have adequate indoor space,Bloxwich Chit Chat,"Concerns about items, displays, or structures blocking pedestrian pathways, creating accessibility barriers or safety hazards for wheelchair users, mobility scooters, visually impaired individuals, parents with prams, and other pedestrians.",Argues that businesses using pavement displays have sufficient interior space and don't need outdoor areas for commercial purposes,1,2,2,0,0,0,0,0
2026-08-12,Businesses,Pavement Obstruction,Skepticism about enforcement effectiveness,Bloxwich Chit Chat,"Concerns about items, displays, or structures blocking pedestrian pathways, creating accessibility barriers or safety hazards for wheelchair users, mobility scooters, visually impaired individuals, parents with prams, and other pedestrians.","Doubts that proposed solutions or regulations will work in practice due to theft, non-compliance, or other practical barriers",1,2,2,0,0,0,0,0
2026-08-12,Crime,Vehicle Theft,Information coordination requests,Bloxwich Chit Chat,"Theft of motor vehicles including cars, vans, motorcycles, scooters, and bicycles. Covers incidents where vehicles have been stolen from driveways, streets, or other locations, including appeals for information and sightings.","Comments directing how and where to share information about stolen vehicles, including contact instructions and messaging protocols",1,0,0,0,0,0,0,0
2026-08-12,Transport,Pavement Parking,Citing parking regulations and enforcement,Bloxwich Chit Chat,"Vehicles parked on pavements, footpaths, or pedestrian walkways that obstruct or impede pedestrian access, particularly affecting mobility aid users, wheelchair users, and parents with pushchairs.","Referencing specific parking laws, regulations, or enforcement experiences to establish that pavement parking is illegal",1,1,0,0,0,0,0,1
2026-08-12,Transport,Pavement Parking,Emergency circumstances justify poor parking,Bloxwich Chit Chat,"Vehicles parked on pavements, footpaths, or pedestrian walkways that obstruct or impede pedestrian access, particularly affecting mobility aid users, wheelchair users, and parents with pushchairs.",Suggesting that urgent personal situations or emergencies can excuse parking violations that obstruct pedestrian access,1,0,0,0,0,0,0,0
2026-08-12,Transport,Pavement Parking,Preempting technical defenses of parking,Bloxwich Chit Chat,"Vehicles parked on pavements, footpaths, or pedestrian walkways that obstruct or impede pedestrian access, particularly affecting mobility aid users, wheelchair users, and parents with pushchairs.",Anticipating that others will raise technical or legal arguments to defend questionable parking and preparing counter-arguments,1,0,0,0,0,0,0,0
2026-08-12,Transport,Pavement Parking,Questioning legitimacy of obstruction claims,Bloxwich Chit Chat,"Vehicles parked on pavements, footpaths, or pedestrian walkways that obstruct or impede pedestrian access, particularly affecting mobility aid users, wheelchair users, and parents with pushchairs.","Challenging whether reported parking actually constitutes a genuine obstruction or violation, suggesting the complainant may be misrepresenting the situation",1,3,2,0,1,0,0,0
